County,State,Administered_Dose_Count,Death Per 100k,Avg Temp (F),Max Temp (F),Min Temp (F),Population Estimate,Administered Dose Per 100k
Floyd County,Virginia,6824.0,3074.175648957204,53.7,64.0,43.4,15679.0,43523.18387652274
Fluvanna County,Virginia,20496.0,1756.7282692713093,59.1,70.8,47.4,28462.0,72011.8052139695
Foard County,Texas,591.0,7970.342910101946,65.7,79.0,52.4,1079.0,54772.937905468025
Fond du Lac County,Wisconsin,65217.0,3838.4576903836537,48.5,57.8,39.3,103948.0,62740.02385808288
Ford County,Illinois,8156.0,5773.584905660377,53.4,63.9,42.8,13250.0,61554.71698113207
Ford County,Kansas,18588.0,2560.3296056503827,56.8,70.8,42.7,33980.0,54702.766333137144
Forest County,Pennsylvania,5810.0,4047.1390913319897,49.9,60.3,39.4,6449.0,90091.48705225615
Forest County,Wisconsin,6330.0,3206.4343163538874,42.4,52.6,32.1,9325.0,67882.03753351206
Forrest County,Mississippi,39428.0,7465.98813420622,68.5,80.4,56.5,78208.0,50414.279869067104
Forsyth County,Georgia,148710.0,2398.795105666448,61.4,72.4,50.4,272887.0,54495.084045777185
Forsyth County,North Carolina,373948.0,5333.896635710486,59.4,70.3,48.4,392921.0,95171.29397512478
Fort Bend County,Texas,689385.0,1545.194147329015,72.8,83.0,62.6,916778.0,75196.50340649535
Foster County,North Dakota,1977.0,4623.753399818676,41.0,51.6,30.4,3309.0,59746.14687216681
Fountain County,Indiana,8878.0,3305.2417667802288,53.5,64.5,42.4,16731.0,53063.176140099225
Franklin County,Alabama,17357.0,3647.569335261933,62.4,73.7,51.1,31802.0,54578.32840701843
Franklin County,Arkansas,9979.0,3640.9434394321047,61.9,73.1,50.7,17468.0,57127.31852530342
Franklin County,Florida,6766.0,2914.086072733048,70.2,80.2,60.2,12594.0,53723.995553438144
Franklin County,Georgia,9755.0,3873.7793559841816,62.6,73.9,51.2,24782.0,39363.2475183601
Franklin County,Idaho,7502.0,2388.0211694849622,44.1,55.6,32.6,15494.0,48418.74273912482
Franklin County,Illinois,19556.0,3338.89816360601,58.2,68.9,47.4,37138.0,52657.655231838005
Franklin County,Indiana,10343.0,2065.29269137513,54.6,65.5,43.6,23096.0,44782.646345687564
Franklin County,Iowa,6037.0,3878.481012658227,49.0,59.7,38.2,9875.0,61134.17721518988
Franklin County,Kansas,15389.0,3196.172248803828,57.6,68.6,46.7,26125.0,58905.26315789474
Franklin County,Kentucky,36409.0,4573.619394314926,57.9,69.4,46.5,51644.0,70499.96127333281
Franklin County,Maine,23371.0,3766.056831451927,42.8,51.6,33.8,30828.0,75810.95108343064
Franklin County,Massachusetts,66327.0,2710.486193460952,49.9,59.8,40.0,70836.0,93634.59258004405
Franklin County,Mississippi,4354.0,4362.680683311432,68.5,79.9,57.2,7610.0,57214.19185282523
Franklin County,Missouri,64972.0,3478.2526972670203,57.3,69.5,45.2,106404.0,61061.61422502914
Franklin County,New York,38706.0,3294.481957765257,44.4,54.3,34.5,46502.0,83235.12967184206
Franklin County,North Carolina,57226.0,2023.3503460994011,61.0,73.0,49.0,77001.0,74318.51534395658
Franklin County,Ohio,948154.0,3990.006507986423,54.8,65.3,44.4,1326063.0,71501.4294192659
Franklin County,Pennsylvania,93970.0,4012.568576025948,54.3,65.6,43.0,157854.0,59529.69199386775
Franklin County,Tennessee,20505.0,4189.994177453308,60.2,71.3,49.0,44654.0,45919.73843328705
Franklin County,Texas,4551.0,2431.299487657196,66.4,78.2,54.5,10735.0,42394.038192827196
Franklin County,Vermont,21472.0,2859.1599011648427,46.5,55.2,37.8,50994.0,42106.914538965364
Franklin County,Virginia,28520.0,3515.8148661542064,57.5,68.8,46.1,55549.0,51342.05836288682
Franklin County,Washington,58729.0,1228.8708928246865,53.1,64.3,41.9,99034.0,59301.855928267054
Franklin Parish,Louisiana,8679.0,4065.335753176044,68.3,80.4,56.3,19285.0,45003.889032927145
Frederick County,Maryland,240004.0,2401.573327061839,55.9,66.6,45.3,293391.0,81803.46363726222
Frederick County,Virginia,54575.0,1651.1448632206182,54.9,67.2,42.6,95994.0,56852.51161530929
Freeborn County,Minnesota,19259.0,3598.230378502376,47.5,57.6,37.3,30515.0,63113.22300507947
Freestone County,Texas,8717.0,3267.941881512646,68.6,79.9,57.4,20441.0,42644.68470231398
Fremont County,Colorado,25864.0,3666.67991573592,45.8,60.1,31.4,50318.0,51401.08907349259
Fremont County,Idaho,7078.0,2472.5274725274726,39.7,51.5,28.0,14196.0,49859.11524373063
Fremont County,Iowa,4311.0,3530.5048002477542,53.2,64.7,41.6,6458.0,66754.41313100031
Fremont County,Wyoming,27345.0,3719.703629285445,40.6,53.3,27.9,39815.0,68680.14567374106
Fresno County,California,704767.0,3115.924503668049,55.4,67.3,43.5,1017162.0,69287.58644149113
Frio County,Texas,17855.0,2507.3664313115028,73.2,85.4,61.0,17987.0,99266.1366542503
Fulton County,Arkansas,5345.0,5281.378310925046,59.8,71.4,48.1,12421.0,43031.96199983898
Fulton County,Georgia,714929.0,3367.9762395689017,63.3,74.3,52.2,1079105.0,66252.03293470052
Fulton County,Illinois,21393.0,4846.194032144064,54.6,65.1,44.0,32541.0,65741.67972711349
Fulton County,Indiana,9217.0,3679.143334315748,52.3,62.6,42.1,20358.0,45274.584929757344
Fulton County,Kentucky,4393.0,3060.9024928999684,60.8,71.2,50.4,6338.0,69312.08583149259
Fulton County,New York,32661.0,3936.133552858292,47.2,57.2,37.2,52234.0,62528.23831221044
Fulton County,Ohio,24141.0,2820.958411693289,52.6,62.3,42.9,42007.0,57468.99326302759
Fulton County,Pennsylvania,6185.0,3448.99087641692,53.9,65.6,42.1,14468.0,42749.51617362455
Gadsden County,Florida,30963.0,2552.8711244952437,69.2,80.8,57.5,43833.0,70638.55998904935
Gaines County,Texas,5561.0,1442.9694090485282,63.7,78.0,49.3,22523.0,24690.316565288816
Gallatin County,Illinois,3110.0,3361.884368308351,58.6,68.9,48.2,4670.0,66595.28907922913
Gallatin County,Kentucky,4096.0,3321.2010919017284,57.2,67.6,46.7,8792.0,46587.80709736124
Gallatin County,Montana,83766.0,1804.46012546575,40.4,52.0,28.9,126409.0,66265.85132387726
Gallia County,Ohio,16010.0,5533.7059269992415,55.0,66.3,43.8,28986.0,55233.5610294625
Galveston County,Texas,237609.0,3016.4978548365693,72.8,80.4,65.3,361744.0,65684.29607678358
Garfield County,Colorado,44710.0,2130.5436394660883,43.3,54.8,31.7,62707.0,71299.85488063534
Garfield County,Oklahoma,37973.0,4496.718959095819,60.8,73.4,48.3,62023.0,61224.062041500736
Garfield County,Utah,3343.0,3349.64245389537,48.4,60.8,36.0,5314.0,62909.29619872037
Garfield County,Washington,1173.0,3385.526872619552,50.0,60.3,39.6,2363.0,49640.287769784176
Garland County,Arkansas,57095.0,7202.5575242523855,63.3,74.6,51.9,99784.0,57218.59215906358
Garrard County,Kentucky,9862.0,2765.1578888328004,58.1,68.9,47.3,17829.0,55314.37545571821
Garrett County,Maryland,17567.0,4271.188825950815,50.1,60.9,39.4,28423.0,61805.57998803786
Garvin County,Oklahoma,15709.0,3661.31838391649,63.6,75.4,51.7,25865.0,60734.58341387976
Garza County,Texas,3471.0,2590.2147442993137,65.5,78.7,52.2,4517.0,76843.03741421297
Gasconade County,Missouri,8428.0,4760.285617137029,57.3,69.3,45.3,14705.0,57313.83883032982
Gaston County,North Carolina,167171.0,4104.247983072138,61.0,72.9,49.1,237242.0,70464.33599446979
Gates County,North Carolina,8201.0,3113.216668278062,61.8,73.0,50.7,10343.0,79290.34129362855
Geary County,Kansas,39029.0,1808.9993437384087,57.1,68.8,45.3,35047.0,111361.88546808572
Geauga County,Ohio,62437.0,3798.463425115558,51.2,60.6,41.8,95407.0,65442.78721687088
Gem County,Idaho,8592.0,3616.344739215034,49.2,60.5,37.8,21071.0,40776.42257130654
Genesee County,Michigan,216533.0,4806.959519030091,50.3,59.6,41.0,401522.0,53928.05375546047
Genesee County,New York,37553.0,3817.205235620296,49.2,57.9,40.5,57529.0,65276.643084357456
Geneva County,Alabama,13121.0,4416.777827182451,68.1,79.9,56.3,26988.0,48617.9042537424
Gentry County,Missouri,3373.0,4183.235247335772,54.6,65.6,43.6,6287.0,53650.38969301734
George County,Mississippi,11726.0,3676.958507357821,69.5,81.7,57.4,25619.0,45770.71704594247
Georgetown County,South Carolina,42055.0,5712.677427697738,64.8,75.7,54.0,65731.0,63980.46583803685
Gibson County,Indiana,17956.0,2495.1373693168,58.0,68.7,47.4,32904.0,54570.87284220763
Gibson County,Tennessee,25908.0,4068.958761876775,61.3,72.0,50.6,51045.0,50755.2159858948
Gila County,Arizona,38651.0,4977.501249930559,60.2,74.2,46.2,54003.0,71571.94970649778
Gilchrist County,Florida,8135.0,2552.71353448716,71.0,82.7,59.3,19587.0,41532.64920610609
Giles County,Tennessee,13660.0,4182.806549265974,60.1,71.7,48.6,30721.0,44464.698414765146
Giles County,Virginia,8686.0,4381.114419396002,54.0,65.5,42.6,16457.0,52779.97204836847
Gillespie County,Texas,16904.0,4795.730717917283,68.1,80.7,55.5,27733.0,60952.6556809577
Gilliam County,Oregon,997.0,2764.0671273445214,51.4,63.1,39.7,2026.0,49210.26653504442
Gilmer County,Georgia,14797.0,3137.553256238588,58.6,69.9,47.4,32860.0,45030.43213633597
Gilmer County,West Virginia,5296.0,3501.516404742211,55.2,67.5,43.0,7254.0,73007.99558864076
Gilpin County,Colorado,4254.0,2092.4738440769493,38.5,50.2,26.8,5926.0,71785.35268309146
Glacier County,Montana,17013.0,2851.054449261518,42.3,53.1,31.5,13609.0,125012.8591373356
Glades County,Florida,5818.0,2135.147817925856,75.4,85.8,64.9,12786.0,45502.893790082904
Gladwin County,Michigan,12770.0,4061.424206088269,48.6,58.0,39.3,25853.0,49394.654392140175
Glascock County,Georgia,1137.0,3994.583615436696,64.8,76.4,53.3,2954.0,38490.18280297901
Glasscock County,Texas,752.0,2366.345311130587,66.7,79.0,54.4,1141.0,65907.0990359334
Glenn County,California,18200.0,2780.0490596892887,60.3,72.2,48.3,28129.0,64701.90906182231
Gloucester County,New Jersey,228980.0,3232.573446208616,57.3,67.2,47.5,308423.0,74242.19335133891
Gloucester County,Virginia,27168.0,4561.00057418179,60.6,70.5,50.8,40057.0,67823.35172379359
Glynn County,Georgia,51793.0,5203.546395580931,69.4,79.6,59.2,86172.0,60104.2101842826
Gogebic County,Michigan,10016.0,4358.83014623172,41.8,51.9,31.8,14224.0,70416.19797525309
Golden Valley County,Montana,449.0,4071.8562874251497,45.5,58.2,32.9,835.0,53772.45508982036
Goliad County,Texas,3736.0,2323.6282194848827,73.1,84.4,61.8,7144.0,52295.632698768204
Gonzales County,Texas,11922.0,3105.8705469142,72.9,84.5,61.2,19930.0,59819.367787255396
Goochland County,Virginia,17667.0,1809.0230540133105,58.9,71.0,46.9,27197.0,64959.37051880723
Goodhue County,Minnesota,33905.0,3484.9588841469763,47.4,57.3,37.5,48035.0,70583.94920370563
Gooding County,Idaho,7983.0,3150.488761596413,48.8,60.8,36.9,16061.0,49704.252537201915
Gordon County,Georgia,25425.0,3728.433488963636,61.9,73.3,50.4,59757.0,42547.31663236106
Goshen County,Wyoming,6235.0,4097.452934662238,48.2,62.2,34.3,12642.0,49319.727891156464
Gove County,Kansas,1442.0,5009.140767824497,54.4,68.4,40.4,2735.0,52723.94881170018
Grady County,Georgia,12627.0,2869.638609683112,68.6,79.8,57.3,26066.0,48442.415407043656
Grady County,Oklahoma,27306.0,2947.2766884531597,62.7,74.8,50.5,57375.0,47592.1568627451
Grafton County,New Hampshire,87977.0,5766.216477358125,45.5,55.4,35.5,93146.0,94450.64737079424
Graham County,Arizona,29542.0,3127.1347248576853,62.2,76.2,48.2,39525.0,74742.5679949399
Graham County,Kansas,1320.0,4250.841750841751,54.1,68.0,40.2,2376.0,55555.555555555555
Graham County,North Carolina,5639.0,3241.4307004470943,55.1,66.5,43.7,8052.0,70032.29011425732
Grainger County,Tennessee,13032.0,2994.206069446133,58.6,69.9,47.3,24681.0,52801.75033426523
Grand County,Colorado,12036.0,1644.179479133982,36.6,49.6,23.7,15935.0,75531.84813304048
Grand County,Utah,8045.0,2977.5396661858645,51.5,64.4,38.5,9706.0,82886.87409849578
Grand Forks County,North Dakota,51304.0,3472.7952907520494,41.3,51.7,31.0,72708.0,70561.6988501953
Grand Isle County,Vermont,7125.0,1848.1317798312575,47.9,56.5,39.2,7467.0,95419.84732824427
Grand Traverse County,Michigan,65974.0,5989.35916449736,47.9,57.3,38.4,96421.0,68422.85394260587
Granite County,Montana,1477.0,3143.2545201668986,40.4,51.5,29.3,3595.0,41084.84005563282
Grant County,Arkansas,10226.0,2779.742153076212,64.3,75.5,53.0,18383.0,55627.48191263668
Grant County,Indiana,31991.0,4413.897280966768,53.7,64.0,43.4,66200.0,48324.77341389728
Grant County,Kansas,3869.0,1790.9612424793618,55.7,70.5,40.8,7147.0,54134.60193088009
Grant County,Kentucky,13898.0,2459.1123775323003,56.7,67.4,46.1,25619.0,54248.79971895859
Grant County,Minnesota,3580.0,3208.991692458055,44.5,54.9,34.1,6139.0,58315.6865939078
Grant County,New Mexico,23615.0,4226.121141525918,57.4,72.3,42.5,27472.0,85960.25043680839
Grant County,North Dakota,659.0,4063.205417607224,43.2,55.2,31.1,2215.0,29751.693002257336
Grant County,Oklahoma,2197.0,3526.818515797208,60.4,73.1,47.7,4083.0,53808.47416115602
Grant County,Oregon,3657.0,4268.884268884269,44.8,56.7,32.9,7215.0,50686.070686070685
Grant County,South Dakota,4900.0,4475.043029259897,45.0,55.6,34.3,7553.0,64874.884151992585
Grant County,Washington,63148.0,2346.1695786828727,51.9,62.9,40.9,102678.0,61501.003136017454
Grant County,West Virginia,5933.0,5054.482190275616,52.5,64.6,40.4,10921.0,54326.526874828305
Grant County,Wisconsin,31983.0,3065.6110797720244,49.5,59.6,39.3,51409.0,62212.84210935828
Grant Parish,Louisiana,11169.0,2888.959883163708,68.3,80.1,56.5,21911.0,50974.396421888545
Granville County,North Carolina,54561.0,2764.0210959608958,60.2,72.4,48.0,62192.0,87729.9331103679
Gratiot County,Michigan,19247.0,4435.795784181009,49.7,59.0,40.4,41368.0,46526.30052214272
Graves County,Kentucky,20047.0,4259.3456021502425,60.3,70.8,49.9,36461.0,54982.035599681854
Gray County,Kansas,3158.0,2385.5127981891,56.0,70.6,41.5,5743.0,54988.681873585236
Gray County,Texas,10264.0,4192.962325492446,60.9,74.7,47.1,20916.0,49072.480397781605
Grays Harbor County,Washington,52055.0,3711.993789623496,51.0,60.0,41.9,77290.0,67350.2393582611
Grayson County,Kentucky,15794.0,3750.2329916123017,58.4,69.8,47.0,26825.0,58877.91239515378
Grayson County,Texas,73683.0,4895.614232133255,66.2,76.6,55.7,146907.0,50156.22128285242
Grayson County,Virginia,7617.0,3395.485770363101,52.4,63.2,41.6,15285.0,49833.169774288515
Greeley County,Kansas,703.0,6689.246401354784,52.6,67.1,38.1,1181.0,59525.825571549525
Green County,Kentucky,5339.0,3740.844087896756,58.8,70.0,47.6,11468.0,46555.63306592257
Green County,Wisconsin,25777.0,3580.4173094097587,49.8,60.2,39.4,36951.0,69759.95236935401
Green Lake County,Wisconsin,11676.0,4285.5665839536805,48.7,58.6,38.8,19344.0,60359.80148883374
Greenbrier County,West Virginia,22158.0,6267.691063485645,51.8,62.6,41.0,32149.0,68922.82808174437
Greene County,Alabama,5348.0,3650.728783544476,65.7,77.4,54.0,7341.0,72851.11020296962
Greene County,Arkansas,23858.0,3140.5771987249427,61.9,72.0,51.7,46743.0,51040.79755257471
Greene County,Georgia,11680.0,3368.400733519931,64.5,76.5,52.5,20722.0,56365.21571276904
Greene County,Illinois,6153.0,3742.527939010656,56.0,67.0,45.1,11543.0,53305.0333535476
Greene County,Indiana,15356.0,3125.400692396461,56.0,67.3,44.8,31196.0,49224.25952045134
Greene County,Iowa,5651.0,3518.1733457595524,50.5,61.4,39.6,8584.0,65831.78005591799
Greene County,Mississippi,5825.0,2830.67421513124,68.7,81.0,56.4,13601.0,42827.73325490773
Greene County,Missouri,173738.0,5941.019858114119,58.3,69.9,46.6,304611.0,57036.02299326026
Greene County,New York,34273.0,2700.692703242531,48.9,58.7,39.0,47062.0,72825.20929837236
Greene County,North Carolina,17319.0,2562.1042377009253,62.3,73.6,51.1,20530.0,84359.47394057477
Greene County,Ohio,121264.0,2806.2772922547456,55.2,65.0,45.3,169691.0,71461.65677614015
Greene County,Pennsylvania,22226.0,3460.7212504002096,53.0,63.9,42.2,34357.0,64691.32927787642
Greene County,Tennessee,36410.0,4471.11343814156,58.4,69.6,47.1,72577.0,50167.40840762225
Greene County,Virginia,10255.0,2380.169945073001,57.0,68.5,45.5,21301.0,48143.27965823201
Greenlee County,Arizona,4827.0,1846.5151029992528,57.4,71.6,43.2,9369.0,51520.97342299071
Greensville County,Virginia,5059.0,2416.240007185844,60.8,72.4,49.3,11133.0,45441.480283840836
Greenup County,Kentucky,22560.0,2737.0034922347463,56.3,67.9,44.7,35221.0,64052.69583487124
Greenville County,South Carolina,353023.0,3941.681181859235,61.1,71.8,50.3,558036.0,63261.68921001512
Greenwood County,Kansas,3356.0,4957.410562180579,58.4,70.5,46.4,5870.0,57172.061328790456
Greenwood County,South Carolina,39241.0,5968.902965735675,63.5,74.6,52.3,69460.0,56494.38525770227
Greer County,Oklahoma,2488.0,3823.637028905964,63.3,76.8,49.7,5466.0,45517.74606659349
Gregg County,Texas,65747.0,6089.050482006924,67.1,78.6,55.7,126243.0,52079.719271563576
Gregory County,South Dakota,2620.0,4579.392732702838,49.3,61.3,37.2,4018.0,65206.57043305127
Grenada County,Mississippi,12658.0,5169.712793733682,65.5,77.0,54.0,21065.0,60090.19700925706
Griggs County,North Dakota,1190.0,3870.106761565836,40.8,51.3,30.3,2248.0,52935.943060498226
Grimes County,Texas,17890.0,2346.8379446640315,70.9,81.7,60.1,32384.0,55243.330039525696
Grundy County,Illinois,32855.0,2876.1805218559857,52.7,63.1,42.3,53578.0,61321.811191160545
Grundy County,Iowa,8243.0,3956.7183462532303,50.0,61.0,39.1,12384.0,66561.69250645995
Grundy County,Missouri,4229.0,4075.394803871625,54.4,65.3,43.6,9815.0,43087.111563932755
Grundy County,Tennessee,4860.0,3418.1297026155503,57.8,68.2,47.4,13955.0,34826.22715872447
Guadalupe County,New Mexico,3479.0,4193.849021435228,57.1,73.0,41.2,4292.0,81057.7819198509
Guadalupe County,Texas,111196.0,2082.20573720908,72.2,84.0,60.5,188454.0,59004.31935644773
Guernsey County,Ohio,18923.0,4342.461078001523,53.8,64.7,42.8,38089.0,49681.01026543097
Guilford County,North Carolina,526184.0,3876.0352522250873,60.0,71.0,49.0,549866.0,95693.13250864756
Gulf County,Florida,8422.0,3351.812910214745,70.1,80.2,60.0,15693.0,53667.24017077678
Gunnison County,Colorado,14062.0,1703.134922925928,37.8,51.0,24.5,17321.0,81184.68910570983
Guthrie County,Iowa,6854.0,3254.989740720015,50.9,62.2,39.6,10722.0,63924.640925200525
Gwinnett County,Georgia,604274.0,1730.3050453165447,62.7,73.7,51.7,983526.0,61439.5552329069
Haakon County,South Dakota,967.0,6807.131280388979,47.9,60.8,35.0,1851.0,52242.03133441383
Habersham County,Georgia,21213.0,2984.186885985602,60.6,71.3,49.9,48757.0,43507.59890887462
Hale County,Alabama,10940.0,3499.462654486835,65.6,77.2,54.0,14888.0,73481.99892530897
Hale County,Texas,16691.0,3113.88180472907,60.8,75.2,46.5,31761.0,52551.871792449856
Halifax County,North Carolina,35440.0,4414.562983635672,61.1,72.6,49.7,47298.0,74929.17248086601
Halifax County,Virginia,17268.0,5315.266810241685,58.6,70.7,46.6,33432.0,51651.11270638909
Hall County,Georgia,108525.0,5327.086027790691,61.9,72.7,51.0,217267.0,49950.06144513433
Hall County,Nebraska,34256.0,3656.124893483609,52.3,64.6,40.0,62197.0,55076.61141212599
Hall County,Texas,1457.0,4080.9084457061754,64.0,77.9,50.1,2818.0,51703.33569907736
Hamblen County,Tennessee,32378.0,5402.017639241271,59.1,70.3,47.9,66216.0,48897.547420563
Hamilton County,Florida,6195.0,2412.590008165689,68.9,80.9,56.9,13471.0,45987.677232573675
Hamilton County,Illinois,3577.0,4689.672607761345,58.2,69.2,47.2,7911.0,45215.52268992542
Hamilton County,Indiana,278930.0,2191.3385085229183,53.8,64.2,43.3,371645.0,75052.80576894617
Hamilton County,Iowa,10374.0,3666.236675945414,49.3,60.3,38.3,14729.0,70432.480141218
Hamilton County,New York,4163.0,2439.9842581660764,43.4,53.4,33.4,5082.0,81916.56828020465
Hamilton County,Ohio,587648.0,4737.515385861693,56.0,67.1,44.9,827058.0,71052.81612655945
Hamilton County,Tennessee,245091.0,5541.456942484679,61.0,71.8,50.3,379864.0,64520.72320620011
Hamilton County,Texas,4660.0,4942.568743473721,68.8,80.4,57.2,8619.0,54066.59705302239
Hamlin County,South Dakota,3732.0,3410.323980778174,44.8,55.9,33.5,6451.0,57851.49589210975
Hampden County,Massachusetts,410683.0,4278.597669735015,50.9,60.9,40.8,460291.0,89222.47013302454
Hampshire County,Massachusetts,145241.0,2535.353411034941,50.4,60.4,40.4,162502.0,89377.97688643832
Hampshire County,West Virginia,12976.0,3255.9516258615586,54.2,66.5,41.9,23649.0,54869.127658674784
Hampton County,South Carolina,14701.0,3879.262774528198,65.8,76.6,54.9,18122.0,81122.39267189051
